Unnamed: 0,Date,Country,Local,Industry_Sector,Accident_Level,Potential_Accident_Level,Gender,Employee_type,Critical_Risk,Description,Cleaned_Description,Original_Description_Length,Cleaned_Description_Length
293,2016-12-22,Country_01,Local_01,Mining,I,IV,Male,Third Party,Others,"At the end of the unleashing of saturated material on the talus crest of bank 4318, the rugged taut rope to leave the work area, tension at which moment loose material from the top of the slope crumbles (height of 6m and stool of 3m) projecting a fragment (6cmx2cmx1cm; 26gr) which rubs the right cheek causing the injury. At the time of the event the area was isolated and the collaborator had all the epps corresponding to the activity.",end unleash saturated material talk crest bank rugge rope leave work area tension moment loose material slope fumble height stool project fragment cmxcmxcm right cheek cause injury time event area isolate activity,79,32
294,2016-12-23,Country_01,Local_03,Mining,I,III,Male,Third Party,Others,"At level 4150 Geology - Surface, master mine to temporarily repair water leakage from a 4-inch diameter metal distributor, makes a cut of a rim chamber strip of 4cm wide x 100cm long making Using a cutter, his partner stretches the camera when cutting with force the edge of the cutter makes contact with the index finger of the left hand causing a superficial cut. At the time of the event the worker was wearing boss gloves.",level geology surface master repair water leakage inch diameter metal make rim chamber strip wide make cutter partner stretch camera force edge cutter make contact index finger leave hand cause time event worker wear boss glove,77,36
295,2016-12-26,Country_01,Local_06,Metals,I,II,Male,Employee,Others,"Mr. Marcelo withdrew foam from the ajax oven, using the metal spoon to empty it into the foam waste container. At that moment splash of slag residues, impacting the face and generating a surface burn. The worker was wearing a face mask.",mr withdraw foam ajax oven metal spoon foam waste container moment splash slag residue impact face generate surface burn worker wear face mask,42,23
296,2016-12-28,Country_02,Local_05,Metals,I,IV,Male,Employee,Others,"Employee reports that when trying to remove one of the plates from the overflow system of the Ustulador oven, the 5th finger of the right hand was pressed between the tool (wrench with extension) and the overflow flange of the Ustulador oven, located behind the performer.",employee report remove plate overflow system ustulador oven finger right hand press tool wrench extension overflow lange ustulador oven locate performer,46,21
297,2016-12-30,Country_01,Local_04,Mining,IV,V,Male,Third Party,Others,"At 13:40 hours, Mr. Hidalgo, wanting to climb on the starter board to remove the fans, stands on an unstable reel and, when driving, fell frontally at a height of 2.98m.",mr hidalgo want climb starter board remove stand unstable reel driving fall frontal height m,31,15
298,2016-12-31,Country_01,Local_04,Mining,III,IV,Male,Third Party,Others,"Being approximately 8:10 p.m. Alpha operator Mr. Ronald was heading to mine when he decides to stop the equipment to accommodate the lights (left side), manipulating the support of the lighthouse, catching his fifth finger of the right hand with the protection grid and support.",alpha operator heading decide stop equipment light leave support lighthouse catch finger right hand protection grid support,45,17
299,2017-01-02,Country_01,Local_06,Metals,I,II,Male,Third Party (Remote),Pressed,"At 13:40 hours, Mr. Jose performed the erasing of the earthenware of section 30, when turning on the machine of alizado (ironing) of concrete, this tour abruptly imprisoning his left hand between the command of the equipment and the metal structure, causing an atriction in the back of the left hand.",mr perform erase section turn machine alizado grow concrete tour abruptly leave hand command equipment metal structure cause attraction leave hand,51,21
300,2017-01-05,Country_01,Local_01,Mining,I,IV,Male,Third Party,Projection,"In the volvo workshop at the time of cutting steel plate (thickness 1 in), for the installation of the MT-32 scoop lip, with Oxicorte equipment, the injured feels a discomfort in both eyes. At the time of the accident the collaborator made use of his full Epp, but the soldering iron lens did not make full adjustment for the presence of the respirator.",workshop time steel plate thickness scoop oxicorte equipment injure feel discomfort time accident epp wonder iron lens adjustment presence respiratory,63,20
301,2017-01-05,Country_01,Local_03,Mining,I,III,Male,Employee,Others,"During the mechanized support activity in the level 3450 - Tajo when lifting the support mesh on the platform of the Scissor equipment, the employee with a stumble feels a pain in the heel of the left foot.",mechanized support activity level taro lifting support mesh platform scissor equipment employee stumble feel pain heel left foot,38,18
302,2017-01-06,Country_02,Local_08,Metals,I,I,Male,Employee,Pressed,"During the preparation for the scaffolding activity, the employee was loading the pieces to the designated place where he had his finger pressed between the metal pieces that were being moved.",activity employee loading piece designate place finger press metal piece move,31,11
303,2017-01-07,Country_01,Local_04,Mining,I,IV,Male,Employee,Others,"When making the change of support of the vertical pump of 6 ""(40357 Zinc two mechanics raised a beam in"" H ""(4"" x 2.7 m and 45 kg.) One at each end and being at the height of The injured person's knee slips from his hands causing the injury described.",make change support vertical pump zinc mechanic raise beam x height injure person knee slip hand cause injury describe,50,19
